Week Ending Date,State,State Abbreviation,Median Number,Lower Bound,Upper Bound,Outcome,MMWR Year,MMWR Week,Rolling 4-Week Mean,Rolling 4-Week Lower,Rolling 4-Week Upper
02/02/2019,Arizona,AZ,29.72,22.57,38.52,Drug Overdose,2019,5,31.80,24.28,41.01
02/09/2019,Arizona,AZ,30.91,23.55,39.95,Drug Overdose,2019,6,31.30,23.87,40.42
02/16/2019,Arizona,AZ,29.34,22.26,38.07,Drug Overdose,2019,7,30.53,23.24,39.50
02/23/2019,Arizona,AZ,29.28,22.21,38.00,Drug Overdose,2019,8,29.81,22.65,38.63
03/02/2019,Arizona,AZ,44.02,34.46,55.42,Drug Overdose,2019,9,33.39,25.62,42.86
03/09/2019,Arizona,AZ,35.09,26.99,44.93,Drug Overdose,2019,10,34.43,26.48,44.10
03/16/2019,Arizona,AZ,37.72,29.18,48.05,Drug Overdose,2019,11,36.53,28.21,46.60
03/23/2019,Arizona,AZ,33.43,25.62,42.96,Drug Overdose,2019,12,37.56,29.06,47.84
03/30/2019,Arizona,AZ,33.66,25.81,43.24,Drug Overdose,2019,13,34.98,26.90,44.79
04/06/2019,Arizona,AZ,34.87,26.81,44.67,Drug Overdose,2019,14,34.92,26.85,44.73
04/13/2019,Arizona,AZ,37.99,29.40,48.36,Drug Overdose,2019,15,34.99,26.91,44.81
04/20/2019,Arizona,AZ,25.63,19.26,33.58,Drug Overdose,2019,16,33.04,25.32,42.46
04/27/2019,Arizona,AZ,32.88,25.16,42.31,Drug Overdose,2019,17,32.84,25.16,42.23
05/04/2019,Arizona,AZ,37.54,29.03,47.84,Drug Overdose,2019,18,33.51,25.71,43.02
05/11/2019,Arizona,AZ,34.52,26.52,44.25,Drug Overdose,2019,19,32.64,24.99,41.99
05/18/2019,Arizona,AZ,37.57,29.05,47.86,Drug Overdose,2019,20,35.63,27.44,45.56
05/25/2019,Arizona,AZ,31.67,24.17,40.86,Drug Overdose,2019,21,35.32,27.19,45.20
06/01/2019,Arizona,AZ,33.11,25.36,42.58,Drug Overdose,2019,22,34.22,26.27,43.89
06/08/2019,Arizona,AZ,36.91,28.50,47.08,Drug Overdose,2019,23,34.81,26.77,44.60
06/15/2019,Arizona,AZ,33.35,25.55,42.86,Drug Overdose,2019,24,33.76,25.89,43.35
06/22/2019,Arizona,AZ,32.42,24.79,41.76,Drug Overdose,2019,25,33.95,26.05,43.57
06/29/2019,Arizona,AZ,34.94,26.87,44.76,Drug Overdose,2019,26,34.40,26.43,44.11
07/06/2019,Arizona,AZ,47.11,37.09,59.02,Drug Overdose,2019,27,36.96,28.57,47.10
07/13/2019,Arizona,AZ,52.52,41.70,65.26,Drug Overdose,2019,28,41.75,32.61,52.70
07/20/2019,Arizona,AZ,45.64,35.83,57.31,Drug Overdose,2019,29,45.05,35.37,56.59
07/27/2019,Arizona,AZ,42.14,32.88,53.23,Drug Overdose,2019,30,46.85,36.87,58.71
08/03/2019,Arizona,AZ,40.82,31.77,51.69,Drug Overdose,2019,31,45.28,35.54,56.87
08/10/2019,Arizona,AZ,48.81,38.53,60.99,Drug Overdose,2019,32,44.35,34.75,55.80
08/17/2019,Arizona,AZ,36.83,28.43,46.99,Drug Overdose,2019,33,42.15,32.90,53.22
08/24/2019,Arizona,AZ,38.63,29.94,49.11,Drug Overdose,2019,34,41.27,32.17,52.19
08/31/2019,Arizona,AZ,36.83,28.43,46.99,Drug Overdose,2019,35,40.27,31.33,51.02
09/07/2019,Arizona,AZ,49.53,39.14,61.81,Drug Overdose,2019,36,40.45,31.49,51.23
09/14/2019,Arizona,AZ,38.64,29.95,49.13,Drug Overdose,2019,37,40.91,31.86,51.76
09/21/2019,Arizona,AZ,40.15,31.20,50.90,Drug Overdose,2019,38,41.29,32.18,52.21
09/28/2019,Arizona,AZ,39.20,30.41,49.78,Drug Overdose,2019,39,41.88,32.68,52.90
10/05/2019,Arizona,AZ,37.01,28.59,47.21,Drug Overdose,2019,40,38.75,30.04,49.25
10/12/2019,Arizona,AZ,41.13,32.03,52.05,Drug Overdose,2019,41,39.37,30.56,49.98
10/19/2019,Arizona,AZ,38.40,29.75,48.85,Drug Overdose,2019,42,38.94,30.19,49.47
10/26/2019,Arizona,AZ,37.50,28.99,47.78,Drug Overdose,2019,43,38.51,29.84,48.97
11/02/2019,Arizona,AZ,32.90,25.18,42.33,Drug Overdose,2019,44,37.48,28.99,47.75
11/09/2019,Arizona,AZ,39.74,30.87,50.42,Drug Overdose,2019,45,37.13,28.70,47.34
11/16/2019,Arizona,AZ,36.61,28.25,46.73,Drug Overdose,2019,46,36.69,28.32,46.81
11/23/2019,Arizona,AZ,39.08,30.31,49.64,Drug Overdose,2019,47,37.08,28.65,47.28
11/30/2019,Arizona,AZ,32.09,24.51,41.36,Drug Overdose,2019,48,36.88,28.49,47.04
12/07/2019,Arizona,AZ,36.27,27.97,46.32,Drug Overdose,2019,49,36.01,27.76,46.01
12/14/2019,Arizona,AZ,38.68,29.98,49.17,Drug Overdose,2019,50,36.53,28.19,46.62
12/21/2019,Arizona,AZ,39.20,30.42,49.79,Drug Overdose,2019,51,36.56,28.22,46.66
12/28/2019,Arizona,AZ,41.32,32.19,52.27,Drug Overdose,2019,52,38.87,30.14,49.39
01/04/2020,Arizona,AZ,39.70,30.83,50.37,Drug Overdose,2020,1,39.73,30.85,50.40
01/11/2020,Arizona,AZ,44.95,35.25,56.50,Drug Overdose,2020,2,41.29,32.17,52.23
01/18/2020,Arizona,AZ,42.01,32.77,53.08,Drug Overdose,2020,3,42.00,32.76,53.06
01/25/2020,Arizona,AZ,33.88,25.99,43.50,Drug Overdose,2020,4,40.14,31.21,50.86
02/01/2020,Arizona,AZ,39.50,30.67,50.14,Drug Overdose,2020,5,40.09,31.17,50.80
02/08/2020,Arizona,AZ,41.58,32.41,52.57,Drug Overdose,2020,6,39.24,30.46,49.82
02/15/2020,Arizona,AZ,35.59,27.40,45.52,Drug Overdose,2020,7,37.64,29.12,47.93
02/22/2020,Arizona,AZ,37.86,29.30,48.21,Drug Overdose,2020,8,38.63,29.95,49.11
02/29/2020,Arizona,AZ,39.50,30.66,50.13,Drug Overdose,2020,9,38.63,29.94,49.11
03/07/2020,Arizona,AZ,44.69,35.04,56.20,Drug Overdose,2020,10,39.41,30.60,50.02
03/14/2020,Arizona,AZ,54.43,43.34,67.45,Drug Overdose,2020,11,44.12,34.58,55.50
03/21/2020,Arizona,AZ,39.27,30.47,49.86,Drug Overdose,2020,12,44.47,34.88,55.91
03/28/2020,Arizona,AZ,40.59,31.58,51.41,Drug Overdose,2020,13,44.74,35.11,56.23
04/04/2020,Arizona,AZ,38.91,30.17,49.43,Drug Overdose,2020,14,43.30,33.89,54.54
04/11/2020,Arizona,AZ,50.40,39.89,62.82,Drug Overdose,2020,15,42.29,33.03,53.38
04/18/2020,Arizona,AZ,40.93,31.86,51.81,Drug Overdose,2020,16,42.71,33.38,53.87
04/25/2020,Arizona,AZ,39.71,30.85,50.38,Drug Overdose,2020,17,42.49,33.19,53.61
05/02/2020,Arizona,AZ,49.47,39.10,61.74,Drug Overdose,2020,18,45.13,35.42,56.69
05/09/2020,Arizona,AZ,47.50,37.42,59.46,Drug Overdose,2020,19,44.40,34.81,55.85
05/16/2020,Arizona,AZ,60.54,48.61,74.44,Drug Overdose,2020,20,49.31,38.99,61.50
05/23/2020,Arizona,AZ,49.97,39.52,62.31,Drug Overdose,2020,21,51.87,41.16,64.49
05/30/2020,Arizona,AZ,49.61,39.21,61.90,Drug Overdose,2020,22,51.90,41.19,64.53
06/06/2020,Arizona,AZ,63.10,50.83,77.35,Drug Overdose,2020,23,55.80,44.54,69.00
06/13/2020,Arizona,AZ,59.69,47.88,73.47,Drug Overdose,2020,24,55.59,44.36,68.76
06/20/2020,Arizona,AZ,56.99,45.54,70.38,Drug Overdose,2020,25,57.35,45.87,70.78
06/27/2020,Arizona,AZ,63.48,51.16,77.79,Drug Overdose,2020,26,60.81,48.85,74.75
07/04/2020,Arizona,AZ,56.31,44.96,69.61,Drug Overdose,2020,27,59.12,47.38,72.81
07/11/2020,Arizona,AZ,56.57,45.18,69.90,Drug Overdose,2020,28,58.34,46.71,71.92
07/18/2020,Arizona,AZ,84.76,69.86,101.74,Drug Overdose,2020,29,65.28,52.79,79.76
07/25/2020,Arizona,AZ,72.48,59.03,87.97,Drug Overdose,2020,30,67.53,54.76,82.31
08/01/2020,Arizona,AZ,60.64,48.70,74.55,Drug Overdose,2020,31,68.61,55.69,83.54
08/08/2020,Arizona,AZ,84.56,69.68,101.51,Drug Overdose,2020,32,75.61,61.82,91.45
08/15/2020,Arizona,AZ,47.06,37.05,58.96,Drug Overdose,2020,33,66.19,53.61,80.75
08/22/2020,Arizona,AZ,62.05,49.92,76.17,Drug Overdose,2020,34,63.58,51.34,77.80
08/29/2020,Arizona,AZ,50.89,40.30,63.38,Drug Overdose,2020,35,61.14,49.24,75.00
09/05/2020,Arizona,AZ,54.26,43.19,67.25,Drug Overdose,2020,36,53.57,42.62,66.44
09/12/2020,Arizona,AZ,59.36,47.59,73.10,Drug Overdose,2020,37,56.64,45.25,69.98
09/19/2020,Arizona,AZ,35.85,27.62,45.83,Drug Overdose,2020,38,50.09,39.68,62.39
09/26/2020,Arizona,AZ,36.37,28.05,46.45,Drug Overdose,2020,39,46.46,36.61,58.16
10/03/2020,Arizona,AZ,43.66,34.17,55.01,Drug Overdose,2020,40,43.81,34.36,55.09
10/10/2020,Arizona,AZ,41.34,32.21,52.29,Drug Overdose,2020,41,39.31,30.51,49.89
10/17/2020,Arizona,AZ,44.28,34.68,55.73,Drug Overdose,2020,42,41.41,32.28,52.37
10/24/2020,Arizona,AZ,43.17,33.75,54.44,Drug Overdose,2020,43,43.11,33.70,54.36
10/31/2020,Arizona,AZ,46.33,36.42,58.12,Drug Overdose,2020,44,43.78,34.27,55.14
11/07/2020,Arizona,AZ,45.59,35.80,57.25,Drug Overdose,2020,45,44.84,35.16,56.38
11/14/2020,Arizona,AZ,47.44,37.37,59.40,Drug Overdose,2020,46,45.64,35.83,57.30
11/21/2020,Arizona,AZ,52.74,41.89,65.52,Drug Overdose,2020,47,48.03,37.87,60.07
11/28/2020,Arizona,AZ,65.40,52.83,79.97,Drug Overdose,2020,48,52.79,41.97,65.53
12/05/2020,Arizona,AZ,62.00,49.88,76.11,Drug Overdose,2020,49,56.90,45.49,70.25
12/12/2020,Arizona,AZ,70.12,56.95,85.31,Drug Overdose,2020,50,62.56,50.39,76.72
12/19/2020,Arizona,AZ,63.55,51.22,77.87,Drug Overdose,2020,51,65.27,52.72,79.81
12/26/2020,Arizona,AZ,68.15,55.23,83.09,Drug Overdose,2020,52,65.95,53.32,80.59
01/02/2021,Arizona,AZ,68.54,55.57,83.53,Drug Overdose,2020,53,67.59,54.74,82.45
01/09/2021,Arizona,AZ,44.39,34.77,55.87,Drug Overdose,2021,1,61.16,49.20,75.09
01/16/2021,Arizona,AZ,48.30,38.08,60.42,Drug Overdose,2021,2,57.35,45.91,70.73
01/23/2021,Arizona,AZ,50.78,40.15,63.32,Drug Overdose,2021,3,53.00,42.14,65.79
01/02/2016,Arizona,AZ,,,11.32,Suicide,2015,52,,,
01/09/2016,Arizona,AZ,20.58,16.08,26.14,Suicide,2016,1,,,
01/16/2016,Arizona,AZ,26.62,21.03,33.43,Suicide,2016,2,,,
01/23/2016,Arizona,AZ,20.91,16.36,26.52,Suicide,2016,3,19.16,14.96,24.35
01/30/2016,Arizona,AZ,27.34,21.64,34.29,Suicide,2016,4,23.86,18.78,30.10
02/06/2016,Arizona,AZ,21.84,17.12,27.64,Suicide,2016,5,24.18,19.04,30.47
02/13/2016,Arizona,AZ,24.90,19.63,31.35,Suicide,2016,6,23.75,18.69,29.95
02/20/2016,Arizona,AZ,24.33,19.16,30.66,Suicide,2016,7,24.60,19.39,30.99
02/27/2016,Arizona,AZ,24.85,19.58,31.28,Suicide,2016,8,23.98,18.87,30.23
03/05/2016,Arizona,AZ,24.68,19.44,31.08,Suicide,2016,9,24.69,19.45,31.09
03/12/2016,Arizona,AZ,26.36,20.83,33.11,Suicide,2016,10,25.05,19.75,31.53
03/19/2016,Arizona,AZ,28.73,22.79,35.95,Suicide,2016,11,26.15,20.66,32.86
03/26/2016,Arizona,AZ,27.02,21.37,33.89,Suicide,2016,12,26.70,21.11,33.51
04/02/2016,Arizona,AZ,25.82,20.38,32.45,Suicide,2016,13,26.98,21.34,33.85
04/09/2016,Arizona,AZ,25.48,20.10,32.05,Suicide,2016,14,26.76,21.16,33.58
04/16/2016,Arizona,AZ,26.75,21.15,33.57,Suicide,2016,15,26.27,20.75,32.99
04/23/2016,Arizona,AZ,25.62,20.22,32.21,Suicide,2016,16,25.92,20.46,32.57
04/30/2016,Arizona,AZ,24.41,19.22,30.75,Suicide,2016,17,25.57,20.17,32.14
05/07/2016,Arizona,AZ,26.12,20.63,32.82,Suicide,2016,18,25.73,20.31,32.34
05/14/2016,Arizona,AZ,21.89,17.16,27.71,Suicide,2016,19,24.51,19.31,30.87
05/21/2016,Arizona,AZ,28.09,22.26,35.19,Suicide,2016,20,25.13,19.82,31.62
05/28/2016,Arizona,AZ,22.31,17.50,28.21,Suicide,2016,21,24.60,19.39,30.98
06/04/2016,Arizona,AZ,22.20,17.41,28.08,Suicide,2016,22,23.62,18.58,29.80
06/11/2016,Arizona,AZ,25.91,20.46,32.56,Suicide,2016,23,24.63,19.41,31.01
06/18/2016,Arizona,AZ,23.51,18.49,29.67,Suicide,2016,24,23.48,18.46,29.63
06/25/2016,Arizona,AZ,24.99,19.70,31.46,Suicide,2016,25,24.15,19.01,30.44
07/02/2016,Arizona,AZ,28.13,22.29,35.22,Suicide,2016,26,25.64,20.23,32.23
07/09/2016,Arizona,AZ,26.15,20.65,32.84,Suicide,2016,27,25.69,20.28,32.30
07/16/2016,Arizona,AZ,23.96,18.85,30.20,Suicide,2016,28,25.81,20.37,32.43
07/23/2016,Arizona,AZ,25.60,20.20,32.18,Suicide,2016,29,25.96,20.50,32.61
07/30/2016,Arizona,AZ,31.67,25.22,39.45,Suicide,2016,30,26.84,21.23,33.67
08/06/2016,Arizona,AZ,23.58,18.54,29.74,Suicide,2016,31,26.20,20.70,32.90
08/13/2016,Arizona,AZ,25.22,19.89,31.73,Suicide,2016,32,26.52,20.96,33.28
08/20/2016,Arizona,AZ,24.62,19.39,31.00,Suicide,2016,33,26.27,20.76,32.98
08/27/2016,Arizona,AZ,23.62,18.57,29.79,Suicide,2016,34,24.26,19.10,30.57
09/03/2016,Arizona,AZ,24.48,19.28,30.83,Suicide,2016,35,24.48,19.28,30.84
09/10/2016,Arizona,AZ,25.19,19.86,31.69,Suicide,2016,36,24.47,19.28,30.83
09/17/2016,Arizona,AZ,25.04,19.75,31.52,Suicide,2016,37,24.58,19.36,30.96
09/24/2016,Arizona,AZ,23.50,18.48,29.66,Suicide,2016,38,24.55,19.34,30.92
10/01/2016,Arizona,AZ,23.43,18.42,29.57,Suicide,2016,39,24.29,19.13,30.61
10/08/2016,Arizona,AZ,26.54,20.97,33.31,Suicide,2016,40,24.63,19.40,31.02
10/15/2016,Arizona,AZ,23.28,18.30,29.39,Suicide,2016,41,24.19,19.04,30.48
10/22/2016,Arizona,AZ,28.37,22.49,35.52,Suicide,2016,42,25.40,20.04,31.95
10/29/2016,Arizona,AZ,28.09,22.25,35.18,Suicide,2016,43,26.57,21.00,33.35
11/05/2016,Arizona,AZ,20.51,16.03,26.02,Suicide,2016,44,25.06,19.77,31.53
11/12/2016,Arizona,AZ,22.55,17.70,28.51,Suicide,2016,45,24.88,19.62,31.31
11/19/2016,Arizona,AZ,26.15,20.66,32.86,Suicide,2016,46,24.32,19.16,30.64
11/26/2016,Arizona,AZ,24.24,19.08,30.56,Suicide,2016,47,23.36,18.37,29.49
12/03/2016,Arizona,AZ,20.12,15.72,25.56,Suicide,2016,48,23.27,18.29,29.37
12/10/2016,Arizona,AZ,25.41,20.04,31.97,Suicide,2016,49,23.98,18.88,30.24
12/17/2016,Arizona,AZ,23.41,18.41,29.56,Suicide,2016,50,23.30,18.31,29.41
12/24/2016,Arizona,AZ,19.62,15.31,24.94,Suicide,2016,51,22.14,17.37,28.01
12/31/2016,Arizona,AZ,20.45,15.99,25.96,Suicide,2016,52,22.22,17.44,28.11
01/07/2017,Arizona,AZ,25.18,19.85,31.69,Suicide,2017,1,22.17,17.39,28.04
01/14/2017,Arizona,AZ,23.05,18.11,29.11,Suicide,2017,2,22.07,17.32,27.92
01/21/2017,Arizona,AZ,21.01,16.45,26.64,Suicide,2017,3,22.42,17.60,28.35
01/28/2017,Arizona,AZ,24.20,19.05,30.51,Suicide,2017,4,23.36,18.36,29.48
02/04/2017,Arizona,AZ,24.24,19.08,30.55,Suicide,2017,5,23.12,18.17,29.20
02/11/2017,Arizona,AZ,22.04,17.28,27.88,Suicide,2017,6,22.87,17.96,28.89
02/18/2017,Arizona,AZ,26.28,20.76,33.01,Suicide,2017,7,24.19,19.04,30.49
02/25/2017,Arizona,AZ,26.55,20.98,33.33,Suicide,2017,8,24.77,19.53,31.19
03/04/2017,Arizona,AZ,24.97,19.68,31.43,Suicide,2017,9,24.96,19.68,31.41
03/11/2017,Arizona,AZ,24.98,19.69,31.44,Suicide,2017,10,25.69,20.28,32.30
03/18/2017,Arizona,AZ,25.36,20.00,31.89,Suicide,2017,11,25.46,20.09,32.02
03/25/2017,Arizona,AZ,25.03,19.74,31.50,Suicide,2017,12,25.08,19.78,31.57
04/01/2017,Arizona,AZ,23.75,18.68,29.96,Suicide,2017,13,24.78,19.53,31.20
04/08/2017,Arizona,AZ,27.72,21.95,34.73,Suicide,2017,14,25.47,20.09,32.02
04/15/2017,Arizona,AZ,25.29,19.95,31.81,Suicide,2017,15,25.45,20.08,32.00
04/22/2017,Arizona,AZ,25.57,20.17,32.14,Suicide,2017,16,25.58,20.19,32.16
04/29/2017,Arizona,AZ,27.55,21.81,34.52,Suicide,2017,17,26.53,20.97,33.30
05/06/2017,Arizona,AZ,28.10,22.26,35.18,Suicide,2017,18,26.62,21.05,33.41
05/13/2017,Arizona,AZ,30.12,23.94,37.60,Suicide,2017,19,27.83,22.05,34.86
05/20/2017,Arizona,AZ,27.96,22.15,35.02,Suicide,2017,20,28.43,22.54,35.58
05/27/2017,Arizona,AZ,30.96,24.64,38.60,Suicide,2017,21,29.28,23.25,36.60
06/03/2017,Arizona,AZ,27.20,21.52,34.10,Suicide,2017,22,29.06,23.06,36.33
06/10/2017,Arizona,AZ,26.42,20.88,33.17,Suicide,2017,23,28.14,22.30,35.22
06/17/2017,Arizona,AZ,27.33,21.63,34.25,Suicide,2017,24,27.98,22.17,35.03
06/24/2017,Arizona,AZ,27.11,21.45,34.00,Suicide,2017,25,27.01,21.37,33.88
07/01/2017,Arizona,AZ,27.98,22.16,35.04,Suicide,2017,26,27.21,21.53,34.11
07/08/2017,Arizona,AZ,23.79,18.72,30.00,Suicide,2017,27,26.55,20.99,33.32
07/15/2017,Arizona,AZ,28.81,22.85,36.04,Suicide,2017,28,26.92,21.29,33.77
07/22/2017,Arizona,AZ,28.66,22.73,35.86,Suicide,2017,29,27.31,21.62,34.23
07/29/2017,Arizona,AZ,29.10,23.09,36.37,Suicide,2017,30,27.59,21.85,34.57
08/05/2017,Arizona,AZ,26.99,21.34,33.85,Suicide,2017,31,28.39,22.50,35.53
08/12/2017,Arizona,AZ,27.34,21.63,34.27,Suicide,2017,32,28.02,22.20,35.09
08/19/2017,Arizona,AZ,21.80,17.08,27.59,Suicide,2017,33,26.30,20.79,33.02
08/26/2017,Arizona,AZ,30.37,24.15,37.90,Suicide,2017,34,26.62,21.05,33.40
09/02/2017,Arizona,AZ,31.66,25.22,39.43,Suicide,2017,35,27.79,22.02,34.80
09/09/2017,Arizona,AZ,30.26,24.05,37.77,Suicide,2017,36,28.52,22.63,35.67
09/16/2017,Arizona,AZ,25.56,20.17,32.14,Suicide,2017,37,29.46,23.40,36.81
09/23/2017,Arizona,AZ,31.67,25.23,39.44,Suicide,2017,38,29.79,23.67,37.20
09/30/2017,Arizona,AZ,25.56,20.17,32.14,Suicide,2017,39,28.26,22.41,35.37
10/07/2017,Arizona,AZ,29.46,23.39,36.81,Suicide,2017,40,28.06,22.24,35.13
10/14/2017,Arizona,AZ,25.61,20.21,32.19,Suicide,2017,41,28.07,22.25,35.15
10/21/2017,Arizona,AZ,26.66,21.08,33.47,Suicide,2017,42,26.82,21.21,33.65
10/28/2017,Arizona,AZ,22.49,17.65,28.43,Suicide,2017,43,26.06,20.58,32.72
11/04/2017,Arizona,AZ,27.86,22.06,34.90,Suicide,2017,44,25.66,20.25,32.25
11/11/2017,Arizona,AZ,25.30,19.95,31.82,Suicide,2017,45,25.58,20.19,32.15
11/18/2017,Arizona,AZ,22.91,17.99,28.94,Suicide,2017,46,24.64,19.41,31.02
11/25/2017,Arizona,AZ,23.97,18.86,30.23,Suicide,2017,47,25.01,19.72,31.47
12/02/2017,Arizona,AZ,26.35,20.82,33.10,Suicide,2017,48,24.63,19.41,31.02
12/09/2017,Arizona,AZ,26.09,20.60,32.78,Suicide,2017,49,24.83,19.57,31.26
12/16/2017,Arizona,AZ,24.53,19.33,30.91,Suicide,2017,50,25.24,19.90,31.75
12/23/2017,Arizona,AZ,25.06,19.75,31.54,Suicide,2017,51,25.51,20.13,32.08
12/30/2017,Arizona,AZ,22.82,17.92,28.83,Suicide,2017,52,24.62,19.40,31.01
01/06/2018,Arizona,AZ,26.23,20.72,32.95,Suicide,2018,1,24.66,19.43,31.06
01/13/2018,Arizona,AZ,24.94,19.66,31.40,Suicide,2018,2,24.76,19.51,31.18
01/20/2018,Arizona,AZ,25.66,20.25,32.27,Suicide,2018,3,24.91,19.64,31.36
01/27/2018,Arizona,AZ,27.04,21.39,33.92,Suicide,2018,4,25.97,20.51,32.63
02/03/2018,Arizona,AZ,26.03,20.55,32.70,Suicide,2018,5,25.92,20.46,32.57
02/10/2018,Arizona,AZ,27.24,21.56,34.16,Suicide,2018,6,26.49,20.94,33.26
02/17/2018,Arizona,AZ,24.80,19.54,31.22,Suicide,2018,7,26.28,20.76,33.00
02/24/2018,Arizona,AZ,26.71,21.11,33.52,Suicide,2018,8,26.19,20.69,32.90
03/03/2018,Arizona,AZ,25.36,20.00,31.90,Suicide,2018,9,26.03,20.55,32.70
03/10/2018,Arizona,AZ,23.91,18.81,30.15,Suicide,2018,10,25.19,19.87,31.70
03/17/2018,Arizona,AZ,24.52,19.32,30.89,Suicide,2018,11,25.12,19.81,31.61
03/24/2018,Arizona,AZ,30.89,24.58,38.53,Suicide,2018,12,26.17,20.68,32.87
03/31/2018,Arizona,AZ,27.45,21.73,34.40,Suicide,2018,13,26.69,21.11,33.49
04/07/2018,Arizona,AZ,27.46,21.73,34.42,Suicide,2018,14,27.58,21.84,34.56
04/14/2018,Arizona,AZ,29.77,23.65,37.18,Suicide,2018,15,28.89,22.92,36.13
04/21/2018,Arizona,AZ,24.81,19.55,31.24,Suicide,2018,16,27.37,21.67,34.31
04/28/2018,Arizona,AZ,26.72,21.13,33.54,Suicide,2018,17,27.19,21.52,34.09
05/05/2018,Arizona,AZ,26.25,20.74,32.97,Suicide,2018,18,26.89,21.27,33.73
05/12/2018,Arizona,AZ,27.65,21.90,34.65,Suicide,2018,19,26.36,20.83,33.10
05/19/2018,Arizona,AZ,29.29,23.25,36.61,Suicide,2018,20,27.48,21.75,34.44
05/26/2018,Arizona,AZ,23.93,18.83,30.17,Suicide,2018,21,26.78,21.18,33.60
06/02/2018,Arizona,AZ,25.27,19.93,31.78,Suicide,2018,22,26.53,20.98,33.30
06/09/2018,Arizona,AZ,32.96,26.31,40.97,Suicide,2018,23,27.86,22.08,34.88
06/16/2018,Arizona,AZ,33.32,26.60,41.39,Suicide,2018,24,28.87,22.92,36.08
06/23/2018,Arizona,AZ,34.27,27.40,42.52,Suicide,2018,25,31.45,25.06,39.17
06/30/2018,Arizona,AZ,29.24,23.21,36.54,Suicide,2018,26,32.44,25.88,40.35
07/07/2018,Arizona,AZ,27.94,22.14,34.99,Suicide,2018,27,31.19,24.84,38.86
07/14/2018,Arizona,AZ,30.56,24.31,38.11,Suicide,2018,28,30.50,24.26,38.04
07/21/2018,Arizona,AZ,29.41,23.35,36.75,Suicide,2018,29,29.29,23.25,36.60
07/28/2018,Arizona,AZ,28.84,22.88,36.07,Suicide,2018,30,29.19,23.17,36.48
08/04/2018,Arizona,AZ,28.21,22.35,35.31,Suicide,2018,31,29.25,23.22,36.56
08/11/2018,Arizona,AZ,24.96,19.67,31.41,Suicide,2018,32,27.85,22.06,34.88
08/18/2018,Arizona,AZ,30.21,24.01,37.70,Suicide,2018,33,28.05,22.23,35.12
08/25/2018,Arizona,AZ,28.61,22.69,35.80,Suicide,2018,34,27.99,22.18,35.05
09/01/2018,Arizona,AZ,29.06,23.06,36.33,Suicide,2018,35,28.21,22.36,35.31
09/08/2018,Arizona,AZ,30.20,24.00,37.69,Suicide,2018,36,29.52,23.44,36.88
09/15/2018,Arizona,AZ,30.80,24.50,38.41,Suicide,2018,37,29.67,23.56,37.05
09/22/2018,Arizona,AZ,33.45,26.71,41.55,Suicide,2018,38,30.87,24.57,38.49
09/29/2018,Arizona,AZ,28.36,22.48,35.49,Suicide,2018,39,30.70,24.42,38.28
10/06/2018,Arizona,AZ,29.34,23.29,36.66,Suicide,2018,40,30.48,24.25,38.03
10/13/2018,Arizona,AZ,26.44,20.89,33.19,Suicide,2018,41,29.39,23.34,36.72
10/20/2018,Arizona,AZ,23.71,18.65,29.91,Suicide,2018,42,26.96,21.33,33.81
10/27/2018,Arizona,AZ,28.17,22.32,35.28,Suicide,2018,43,26.92,21.29,33.76
11/03/2018,Arizona,AZ,26.80,21.19,33.63,Suicide,2018,44,26.28,20.76,33.00
11/10/2018,Arizona,AZ,26.53,20.97,33.31,Suicide,2018,45,26.30,20.78,33.03
11/17/2018,Arizona,AZ,23.46,18.45,29.61,Suicide,2018,46,26.24,20.73,32.96
11/24/2018,Arizona,AZ,25.30,19.95,31.83,Suicide,2018,47,25.52,20.14,32.09
12/01/2018,Arizona,AZ,23.91,18.82,30.15,Suicide,2018,48,24.80,19.54,31.23
12/08/2018,Arizona,AZ,24.65,19.42,31.05,Suicide,2018,49,24.33,19.16,30.66
12/15/2018,Arizona,AZ,25.76,20.33,32.39,Suicide,2018,50,24.91,19.63,31.36
12/22/2018,Arizona,AZ,26.89,21.26,33.74,Suicide,2018,51,25.30,19.96,31.83
12/29/2018,Arizona,AZ,23.71,18.65,29.92,Suicide,2018,52,25.25,19.92,31.77
01/05/2019,Arizona,AZ,25.59,20.19,32.17,Suicide,2019,1,25.49,20.11,32.05
01/12/2019,Arizona,AZ,29.50,23.43,36.87,Suicide,2019,2,26.42,20.88,33.17
01/19/2019,Arizona,AZ,24.77,19.52,31.19,Suicide,2019,3,25.89,20.45,32.54
01/26/2019,Arizona,AZ,26.96,21.32,33.83,Suicide,2019,4,26.71,21.11,33.52
02/02/2019,Arizona,AZ,28.37,22.48,35.52,Suicide,2019,5,27.40,21.69,34.35
02/09/2019,Arizona,AZ,25.44,20.07,32.00,Suicide,2019,6,26.38,20.85,33.13
02/16/2019,Arizona,AZ,25.99,20.52,32.66,Suicide,2019,7,26.69,21.10,33.50
02/23/2019,Arizona,AZ,27.14,21.47,34.04,Suicide,2019,8,26.73,21.14,33.55
03/02/2019,Arizona,AZ,22.76,17.87,28.76,Suicide,2019,9,25.33,19.98,31.86
03/09/2019,Arizona,AZ,28.13,22.29,35.22,Suicide,2019,10,26.01,20.54,32.67
03/16/2019,Arizona,AZ,26.66,21.07,33.46,Suicide,2019,11,26.17,20.68,32.87
